id,name,amount,unit_issue,unit_rate,department
7e7170fc-7aa6-400d-aa3d-858b33216189,Cellotape,0.0,ROLL,0.0,
bbd13218-7151-457a-84bd-ee807af350b9,Paper Tape,0.0,ROLL,0.0,
6e713768-7513-4ee3-9f3c-14747866f1eb,Rubber Band,0.0,PKT,0.0,
47bb7d2a-2178-48dd-be2d-6c7eadf6e6d3,Counting Chamber,0.0,PCS,0.0,
8cb28a52-73f3-4c20-83a8-49574374c767,Digital Timber,0.0,PCS,0.0,
a2bf9ca4-adeb-4222-830a-8ee3438c34c0,Wire Loop with Holder,0.0,PCS,0.0,
78d3c34d-3038-4f70-98dd-7024c0d8d7ed,Touch Strip,0.0,TIN,0.0,
0c51da77-170a-4252-a20f-5ce30bf40d8a,T.C.A,0.0,PCS,0.0,
c794500f-af2d-45ca-82a3-538b5fae75ee,Straight Pipette 10ml,0.0,PCS,0.0,
2b5948f8-8cbb-49f5-a8b4-701a3e268116,Straight Pipette 1ml,0.0,PCS,0.0,
213be443-681d-4a0f-b904-19f560a81b52,Plastic Measuring Cylinder 100ml,0.0,PCS,0.0,
171ef05e-4661-494f-8dc5-1d65654b2cb4,Plastic Measuring Cylinder 250ml,0.0,PCS,0.0,
8d8f9d8b-d012-4636-a2f0-bd0210bdb0a8,Plastic Measuring Cylinder 500ml,0.0,PCS,0.0,
d4c7e24a-7999-4553-9181-62c2e47609ef,Magic Maker,0.0,PKT,0.0,
6973fe6f-6ad3-409d-ae01-5707a9d0393a,Maconkey Bottles,0.0,BOTTLE,0.0,
a50c80ed-eb2e-4a5d-811c-15129a8ecc93,Izal,0.0,4/5Lit,0.0,
efec9420-eee5-4bee-a1fd-cd439e2b1400,Dettol (Tisco Antiseptic),0.0,4/5Lit,0.0,
167e413a-ab23-4b91-8a59-04f8241b1d18,Gelma's Stain Solution,0.0,TIN,0.0,
a54cc3c1-bf22-4a0e-9b35-2ff849fcc94c,Gelma's Stain Powder,0.0,TIN,0.0,
cee68339-c844-4525-99c0-f7fffe9bfdf4,Test Tube Rack Stainless,0.0,Pieces,0.0,
cbd0913e-fd4a-4867-ad71-3ec5c0bcd7b6,20ml Capacity Test,0.0,PCS,0.0,
815e5682-9487-4284-b7d8-1fa96467b315,10ml Capacity Test,0.0,PKT,0.0,
aa3bcc8f-5f64-41cd-9ef9-dd2f1ae3f494,Cholesterol Kit,0.0,PKT,0.0,
764fcfad-58e7-4b46-b757-863eff233f0b,Plaster P,0.0,ROLL,0.0,
6a59d056-8a9b-4e2e-8ac4-6ef8332bb998,Inorganic Phosphate,0.0,PKT,0.0,
93c06113-18a0-4d07-be4f-ce034129f67a,Potassium Dichtromate Powder,0.0,500g,0.0,
2f061e8e-520f-4c2f-b99c-68bfca6cb13f,Field Stain B,0.0,BOTTLE,0.0,
ec6b6c1b-d4e9-4b48-a1b2-0e2b9a8e7c97,Liquid Parafin,0.0,2Lit,0.0,
0748eec5-e39f-4755-9b76-2570ee3426f2,20ml Needle & Syringe,0.0,PKT,0.0,
fc0552e7-19e1-478a-b89a-cd892ad88f45,Formalin,0.0,KEG,0.0,
82f61dbd-659c-4fd8-90a7-da7eb8150677,Leishman Stain Solution,0.0,BOTTLE,0.0,
ac51937f-82fc-41d0-93ac-879de125cffc,Leishman Stain Powder,0.0,BOTTLE,0.0,
c60d092c-c581-467c-9dd5-45d13d6345cb,Brilliant Cresyl Blue,0.0,TIN,0.0,
75e7d1b1-fa11-48f6-b2ca-30476aa34fb0,Examination Glove,0.0,CTN,0.0,
a11fbab3-033b-448b-8ad9-87bdb9d7833e,Wash Bottle,0.0,BOTTLE,0.0,
829017a3-5b27-4821-a1c4-ec6d476e5ddf,Trigl Ceride Kit,0.0,PKT,0.0,
d58547fa-0621-45b9-bce9-de98f7e01728,Prothrombin Test Kit (PT) Diagen,0.0,PKT,0.0,
814a5ce3-c679-4a94-80d3-d8bf7c426038,Prothrombin Test Kit (PT) Cypress,0.0,PKT,0.0,
6e78c46c-1919-4aeb-8663-d69190cd14a8,10ml Needle & Syringe,0.0,PKT,0.0,
e4aa0c46-5e7f-49fc-8b7a-aa6284ebaf3d,Microtome Blade,0.0,PKT,0.0,
e4722050-9095-468f-972c-3eb303bdb41e,Methyl Violet,0.0,1*2Lit,0.0,
d92322ec-8996-484e-873a-46e9d5fd52d7,Sodium Barbitone,0.0,500g,0.0,
8c3bb461-4c01-4343-931b-53febe38afa3,Phenolphthalein,0.0,BOTTLE,0.0,
5ff6073a-3144-4434-bea5-609426840c9e,Neutral Red,0.0,TIN,0.0,
a309048e-006f-477f-a220-c62548e02ce6,HDL Kit,0.0,PKT,0.0,
9ad19a80-a24d-4cdd-b687-057874204c46,Cuvette,0.0,PCS,0.0,
503df880-744e-4853-a184-ffd2a445cd27,Plain Bottle,0.0,PCS,0.0,
6976cc7c-d587-4b41-acde-f5eb4398b298,MCR Bottle,0.0,PCS,0.0,
308b088a-0724-4931-b404-3e1bd7465c10,Cooked Medium,0.0,500g,0.0,
068aa65c-b602-4cfc-abbe-1a9aabcf0307,Applicator Stick,0.0,PKT,0.0,
f524e251-efad-4303-bd66-7b07cd20ea58,JIK,0.0,PCS,0.0,
cbbe06d7-b5aa-45bf-b458-b7248c1a974b,Khari Tube Glass (10*17mm),0.0,PCS,0.0,
fc10e192-ae14-4227-9336-6c57c192c9ff,Combi 3,0.0,PKT,0.0,
b1ed7d39-10ea-44f0-bd86-97cdc162d210,Khan Tube Plastic,0.0,PKT,0.0,
72dd5a26-e92c-40c1-ab8d-159dd6e5271f,Metal Sample Rack,0.0,PCS,0.0,
39b3ebe9-eb9a-4824-855c-d7f56adb4a78,Optochin Disk,0.0,PKT,0.0,
4815b2c0-eb2b-4b92-aac7-65c428c192ca,Baritracin Disk,0.0,PKT,0.0,
23643a0c-bc43-4f8d-a22d-19dc24c3c869,Malaria Parasite Kit,0.0,PKT,0.0,
cb2e0e43-9c27-42f4-ae00-24095a217573,Blood Lancet,0.0,PKT,0.0,
6c209e4e-f147-4034-ba15-319df7e708ef,Combi 10,0.0,PKT,0.0,
a26eae5a-e85b-4712-b05c-e363eb3f173c,Prothrombin with Caoline (P.T.T.K) Diagen,0.0,PKT,0.0,
26799580-3c58-4cf7-ae47-7b8de72c48db,Prothrombin with Caoline (P.T.T.K) Cypress,0.0,PKT,0.0,
72e07571-ed95-4903-bc48-4a1c08fd5a51,Cellulose Acetate Paper,0.0,PKT,0.0,
15ddf95b-b525-414a-818d-b574c2d459b2,Blood Bag Paediatrics,0.0,CTN,0.0,
d58115d6-9362-4409-b2ce-eba0d5898ba0,Boric Acid,0.0,TIN,0.0,
afce59ad-db5d-42f9-befe-75c2ccc87138,Methylene Blue,0.0,TIN,0.0,
1e1bc11b-c25b-4702-bc74-fb0c1ffc5ec2,Methylene Red Indicator,0.0,TIN,0.0,
c5ed4699-a688-42b1-a26f-59af0c23cb64,Autoclave Tape,0.0,ROLL,0.0,
24fa6801-1c04-4843-9fb0-7f740d2aa7f1,HIV Kit Gene 11 Starpark,0.0,PKT,0.0,
cc6f58f7-b21e-4188-a54a-fe45d8697721,Buretie Tip,0.0,PCS,0.0,
49b464e8-392d-47f1-b1da-c8de9748440f,Hepatitis C,0.0,PKT,0.0,
eb39dcb1-788b-4945-bb35-fcd6bfbedbfc,Buretie Clamp,0.0,PCS,0.0,
d3499c62-8ce0-4103-8c7b-f3ba24e83c48,Buretie Clip,0.0,PCS,0.0,
aee0fe7b-14f8-48fa-801d-bb1307a70054,Determiner HIV Kit,0.0,PCS,0.0,
43816d0f-3fd9-47e7-872a-87d1ae18b4d3,EDTA Capillary,0.0,PCS,0.0,
188b20d0-6177-45c5-99be-a6f48fa0c8d9,Biohazard Waste Bag,0.0,PCS,0.0,
11b0d44e-163a-4590-b36c-c68158851543,Bursen Burner,0.0,PACK,0.0,
46a90b13-4fc0-4be1-a7a2-fef77cf85e05,Dispension Bottle,0.0,PCS,0.0,
d12d2fa1-e3d1-4fb6-9fe4-420aabd34ecb,Barbitoric Acid,0.0,PKT,0.0,
edcda626-7e57-4c2c-b1ab-ef0bae8240f9,Selenite F. Broth Oxoid,0.0,500g,0.0,
449de46c-b8f5-4ef6-874a-15971dab71c8,Hydrogen Peroxide Solution,0.0,BOTTLE,0.0,
1aee1218-1f49-48fb-a12c-529c869e90b8,Anti A/B,0.0,PACK,0.0,
7cad0350-2e34-488e-badd-a5224f550345,Sodium Biselenit,0.0,TIN,0.0,
3753a407-8cce-47e3-a218-3984b18179d8,One Touch Glucometer Machine,0.0,PKT,0.0,
6c137bdd-36cc-4cc5-b7f3-0bfb7a796613,Diffencial Canter,0.0,PKT,0.0,
4325415d-81c5-4179-a659-4c12b5cf8809,Yellow Pipetle Tip,0.0,PKT,0.0,
67950a3c-63e5-45ae-a507-648455cfd66b,ESR Tube,0.0,PKT,0.0,
d9adead6-dcaf-4aff-9429-520c6ed3ec05,Sodium Nitrate,0.0,TIN,0.0,
e0a75b94-cbb0-40b8-a172-90ca16a29ffa,Decitol Ducit,0.0,TIN,0.0,
f694eb93-8b52-4971-b351-4954e0c6b1f1,Culture Media Supplement,0.0,PCS,0.0,
a156e4f8-d77e-44ee-b370-94839ba2d097,Centrifuge Tube (Plastic),0.0,PCS,0.0,
2f066811-757a-463f-8da3-2a8671f30e24,Digital Thermometer,0.0,PCS,0.0,
47d99bce-9d1d-4ffb-8320-00ae105ba9d2,Surgical Blade,0.0,PKT,0.0,
240c97fc-a7e6-4559-bbcc-de0b7a719324,Blue Pipetle Tips,0.0,PKT,0.0,
15d40aea-0768-4151-9d2d-3e1092f58519,Anaerobic Gas Pack,0.0,PKT,0.0,
bada54ec-c44f-4bbd-a700-7ac9bedd7300,Ferric Ammonium Sulphate,0.0,TIN,0.0,
1a901c1a-1fe7-4f03-bbf6-46f9dbeb74d1,Ammonium Ferrous Sulphate (Ferric Choride),0.0,TIN,0.0,
a8c85670-9de9-4532-ab37-2243b71404b2,Silver Nitrate,0.0,TIN,0.0,
8504224b-65ba-4a23-93f4-f82b6a96d0ff,Ammonium Solution,0.0,TIN,0.0,
aea5cd13-ec7c-4450-9a40-f5791a710344,Sodium Hydroxide,0.0,TIN,0.0,
864d264a-dbd0-442e-a0bd-f78d177ef003,Sodium Thosulphate,0.0,TIN,0.0,
1ddb74c1-d776-4db4-8f1e-307e90cc5be0,Saframin,0.0,TIN,0.0,
f4ab6213-59dd-4aa5-912d-da4a2687a389,Gold Chloride,0.0,PKT,0.0,
9e7b7464-0543-45e0-a252-9d02750bfb55,Thymol Crystal,0.0,BTT,0.0,
9be47b2a-4693-440c-8908-05173d479f64,Hemoglobin Powder Soluble,0.0,TIN,0.0,
9afeb9c9-3425-4bcf-bc69-0628a6ac80ed,Plasticine Block,0.0,PKT,0.0,
4667b986-8c49-4d5e-b94c-9ebb4b61ceff,Wild Mount Plastic,0.0,TIN,0.0,
287e9ab7-839d-4b79-a894-617cd14b781c,Methanol,0.0,2.5Lit,0.0,
05be728c-e75b-45b4-b0a7-bfbaf70e6c47,Haematoxylin,0.0,TIN,0.0,
356127e5-b1a2-4740-8ce3-2d244a2d4093,Thyer Mathine Modium,0.0,TIN,0.0,
3ac6c048-0830-40d7-9a29-f59ae28cd138,Sodium Carbonate,0.0,TIN,0.0,
d52b03a6-b784-4b88-b8e5-bbec783a8ffd,Cylinder & Gas,0.0,CYLINDER,0.0,
3daef209-8fde-46a2-b59b-66fdba55f2d0,Acid Funchin,0.0,TIN,0.0,
a7ba62b9-8f1d-4440-919c-d1414aec4e9a,Simon's Citrate,0.0,TIN,0.0,
7f64c4a7-50c4-498d-8c82-bf127bf91287,HCL (Hydrochloric Acid),0.0,BOTTLE,0.0,
09c80f76-fbda-4f5f-a0b6-7b88834c41d2,Oxidase Reagent,0.0,PKT,0.0,
532543a6-c107-4e7d-b07c-a8953c263385,Sodium Potassium Standard,0.0,TIN,0.0,
fae1fb25-32a0-4d1e-b70e-2c28052ba3ef,Toilet Soap,0.0,ROLL,0.0,
edd5e02a-41f4-4dd9-8369-19cdee7bb086,LH,0.0,PKT,0.0,
75ecae92-a6fd-4912-9e44-12a64f3f0b62,Prolactin,0.0,PKT,0.0,
d99f7c1e-cf25-4a52-9b2c-97d80798e42a,T3,0.0,PKT,0.0,
56c42168-6151-42c5-b92a-793d51ec04d4,T4,0.0,PKT,0.0,
6aca2d9a-aaf7-4daf-8eba-54c21d1f4f5d,TSH,0.0,PKT,0.0,
f75369e9-abdc-419d-95c0-151987c99833,Progesterone,0.0,PKT,0.0,
a5db1780-ca89-4ab1-b3cd-a4822411b6f6,Testoterone,0.0,PKT,0.0,
0abf095a-a235-4987-80f3-9bc06dc4de0f,PSA,0.0,PKT,0.0,
9dd14bd6-636d-40e2-853c-825be03259c0,Estradiol,0.0,PKT,0.0,
65476f56-71cb-4455-97ea-9de3d6a63ca3,Beta HCG,0.0,PKT,0.0,
6d849294-0172-44cf-8d71-1536ec0cae7c,Diluent,0.0,5Lit,0.0,
693f6b1e-c485-4c1a-8f48-4f4c4b97a2c4,Rinse,0.0,5Lit,0.0,
4e1de0c6-2151-4b8a-aacf-22a6da227bbd,Lyse,0.0,TIN,0.0,
46280862-db77-4e8a-b3f2-74fa87d64ce7,E-Z Cleaner,0.0,TIN,0.0,
28cc1034-319e-49a8-87fd-6b60cd88a056,Probe Cleansen,0.0,TIN,0.0,
f7ca7219-ca63-4047-9eb5-dae34fb34de1,Sodium Chloride,0.0,TIN,0.0,
25e5804c-7d5e-4851-bb11-87164c940f07,Sabourage Agar,0.0,BAG,0.0,
5234e7bd-ffb5-4587-8fef-6e8d01396c61,2ML Needle & Syringe,0.0,PKT,0.0,
38d34df6-ddf3-4da3-8831-c9cabbfeea5d,Mercuric Oxide,0.0,TIN,0.0,
a476da4c-d1bc-4b7c-868a-9afef6664640,Grease Pencil,0.0,PCS,0.0,
e0ddf62b-511e-4975-8594-62f6b5bdc8b4,Malachite Green,0.0,50G,0.0,
f05620e8-ca6e-401f-9637-b6b86fe09285,Phenol Crystal,0.0,BOTTLE,0.0,
990f34a5-0050-40a4-ae75-c3c1c19e68a3,Cabol Fuchsin,0.0,BIT,0.0,
5e2fe07f-737f-4cea-abcd-db992c35f3aa,Reagent Bottle,0.0,PCS,0.0,
016dfb71-5ca5-484a-90e8-17a55b092423,Potassium Alum,0.0,TIN,0.0,
b8eb8d06-f764-4101-ba6d-f55e35857c0c,Metal Cup,0.0,PCS,0.0,
588e1abc-2f60-4693-b907-e222a74891a0,Urea Agar Base,0.0,TIN,0.0,
76a08ec7-ec74-4a3f-9ca4-6c479d4375ad,Leukhart Metal Base Mond,0.0,PCS,0.0,
4887066c-6c3e-4c36-84d0-0744bb37fc8c,E-A 36,0.0,TIN,0.0,
ac5c1ba4-3f07-4cab-bf2f-04ae49738fa8,Paraffin Wax / Paraplast Wax,0.0,KG,0.0,
0beda724-2f78-4c93-9156-4937162ea324,Widal Kit Antec / Oxide,0.0,PKT,0.0,
3f979466-7ccd-4c84-874a-ac471d93ca96,VDRL Strip + Needle,0.0,PKT,0.0,
ec70086c-00e2-4a53-bb63-90a207fb4252,Mantoux Kit + Needle PPD,0.0,PKT,0.0,
612ca7fb-f9e3-48ee-a499-d95fca4be99e,Tween 80,0.0,TIN,0.0,
6a72ea9d-23f4-4d57-90d9-b3a442aee76d,Teepol,0.0,5Lit,0.0,
3b5a6cdf-0a50-408d-9ca4-ef5d4e6c934a,Morning Fresh,0.0,PCS,0.0,
186f8d32-fa2b-4b49-8588-0991f5f66ab2,DPX Mountant,0.0,PCS,0.0,
f104cb82-de0b-44c3-b8db-bb047e51547b,Slide Box,0.0,BOX,0.0,
8a908947-87c1-433b-896d-595e9471f93e,Oil Immersion,0.0,Lit,0.0,
e0ffed37-b5eb-461e-8db8-3b7d373469a1,Blade Holder,0.0,PCS,0.0,
b63b40cb-513d-4f5a-b36b-6cc96b266b02,Diamond Pencil,0.0,PCS,0.0,
eecca8d2-52c1-41f3-b200-d3663e9857a0,Uric Acid,0.0,PKT,0.0,
fd0f460c-e33d-4b17-bd0c-0c59da54853a,Insecticide,0.0,PCS,0.0,
b41c947a-58e2-41f5-b4ec-c0c63b1d7293,Basic Fuchsion,0.0,TIN,0.0,
1a9da929-967e-4c7e-9a27-a0772c75a3a0,Brain Hearth Infusion Agar,0.0,TIN,0.0,
5e78702d-5adf-4f61-a43c-52522c8593d8,Xylene,0.0,Lit,0.0,
962ad21f-871e-42cd-9ad4-6d5eb543c68e,Tour Niquest PCS,0.0,PCS,0.0,
4972fac7-f6e5-48e8-9c00-682fdf27962e,Methylated Spirit,0.0,2.5Lit,0.0,
64e2b349-2b16-400d-b62b-77f4aeed63ad,Staining Jar,0.0,PCS,0.0,
aeeca730-f411-4ec4-bc7f-ff33706a3e86,Rheumatoid Factor Kit,0.0,PKT,0.0,
9ceb7006-69b0-4465-b2a3-ba1ed7eedd4d,Electrode Diprotein,0.0,PKT,0.0,
adf41006-6551-41a0-bacf-be7a0590315e,Electrode Activity,0.0,PKT,0.0,
71344083-c388-4d01-8417-d7e9a6d608e3,Anti-Septic Soap,0.0,PKT,0.0,
d14dc121-60f0-49ac-918a-07a9784c5d8d,HIV Unigold Kit,0.0,PKT,0.0,
dec80d37-885c-4eed-b79f-bddee927df26,Preciption Tube,0.0,PCS,0.0,
ebb10afd-43e5-4c0f-8af5-9af652ee8ed5,Pyre's Spatula,0.0,PKT,0.0,
609f74ca-6ca8-41a8-bafc-80427c6fee10,Forcept,0.0,PCS,0.0,
f8408502-2ece-40c3-9d95-32e5f2bed07b,Complin Jar with Lids,0.0,PCS,0.0,
721d9615-ca14-436c-9441-2ffb41ed783a,Slide Label,0.0,PCS,0.0,
df9d7f5d-bd8a-4c20-a094-e3712428af88,Grouping Tiles,0.0,PCS,0.0,
a274ad5a-9edf-45b1-ad36-db5249864d8b,Pictrics Acid,0.0,TIN,0.0,
ba2d4574-5006-4369-872f-89ffd417f62e,Meter Ruler,0.0,PCS,0.0,
04a13dd9-f73d-4999-91a8-80dae6b05e23,Tissue Paper,0.0,PCS,0.0,
fc61c33f-6c48-4588-9e19-692a35eb9f39,X100 Object Lens,0.0,PCS,0.0,
d1b2c9bf-a62b-43bc-93df-942ac53edf43,Calibrator A,0.0,TIN,0.0,
d284fde2-314e-4d03-a7d9-4dd6fc051579,Calibrator B,0.0,TIN,0.0,
adaf86eb-f44e-49e1-9397-7a39ddf5bf25,Tissue Cassette,0.0,PCS,0.0,
704f1d7d-aa8a-4b7b-9765-054bfcaa47ff,FSH,0.0,PKT,0.0,
21f23ade-88ba-48f1-bd8c-7d4d89292cb3,G 6 P D,0.0,PKT,0.0,
f0f7a249-19ae-4204-9810-a1ac4c28066d,HIV Kit Acon,0.0,PKT,0.0,
9d9fc290-624e-49d6-8115-3ea4e9516af9,Gauze,0.0,ROLL,0.0,
741f5aa4-6054-4d4b-a1bc-34f39f5f8231,Omo/Detergent,0.0,KG,0.0,
35a57dfb-fc29-4313-b332-15969eb410f0,Pipette Stand,0.0,PCS,0.0,
8b46c0aa-7ac3-4c94-8661-317517ff7988,Bijou Bottle,0.0,BOTTLE,0.0,
e6e78452-bb02-46f8-ae55-99c194362f1a,Bay Nacl (Industry),0.0,BAG,0.0,
118c1a82-6337-4871-a242-dab2a353d7e3,Lacto Phenol,0.0,BOTTLE,0.0,
31966c07-6da4-4e6e-9178-f25b972bcfce,Sulfosalicyclic Acid,0.0,TIN,0.0,
f0fec9a4-aaaf-4547-a3cd-6eadff39467a,EDTA Salt,0.0,TIN,0.0,
3b808c81-a0ed-4c71-aedc-f324594a4b0f,Metal Base Mould 7x7x5,0.0,PKT,0.0,
3c0ae208-a797-4bd1-9ee1-0969f7d77867,Metal Base Mould 10x24x5,0.0,PKT,0.0,
46214d91-dadd-4986-8e4b-4bb8a1e1b9d9,Metal Base Mould 14x24x5,0.0,PKT,0.0,
5c4e0755-2192-487c-b2f4-d2f143ff6a30,Tissue Processing Casette Lid,0.0,PKT,0.0,
1f761090-f9cf-44b1-aabe-b252aa45191e,Wire Basket,0.0,PCS,0.0,
3ce94912-f29d-4d99-9600-b2bb89a7bdf8,Slide Tray,0.0,PCS,0.0,
5de36147-2247-4bfb-81f3-9e3fb81e3073,Oflaxacin,0.0,TIN,0.0,
faf598a3-6446-4a15-8e42-a63c2f17f82a,Cefoxin / Ceffazidine,0.0,TIN,0.0,
f14804e4-9732-4faf-bee0-b3fd82804fda,Augumetin,0.0,TIN,0.0,
9747c642-265e-4275-9d2d-046bcf5a2527,Ciproflaxin,0.0,TIN,0.0,
1231cb17-b777-47ce-973b-d7f7dad5dbf3,Metrodanizole,0.0,TIN,0.0,
9e94be7b-2fe5-405d-91a6-383315105a1e,Azythromycin,0.0,TIN,0.0,
c52dd133-f253-432f-8e78-2ea19564c740,Harpic,0.0,TIN,0.0,
fe30b82f-98a5-44bf-a659-fe72f9020297,PSA Screening Kit,0.0,PKT,0.0,
cc6943f3-5982-4a9e-a11e-398888e01b71,LH Screening Kit,0.0,PKT,0.0,
301d3567-38c1-48f1-9d60-5a0fc60e2646,Surgical Glove / Sterile Glove No 7,0.0,PKT,0.0,
ced4b812-6ddc-453a-9b3e-9d6d2917474d,Automatic Pipetle Rack,0.0,PKT,0.0,
45b0fa6e-540f-4778-b72f-50e1824b703f,Pipetle White,0.0,PKT,0.0,
8c18e3e4-4288-482d-bfa2-6f79cb973139,Glacia Acetic Acid,0.0,BILL,0.0,
09c3b8f9-bb1a-4519-874a-39437a18bc12,Occult Blood Test,0.0,PKT,0.0,
41ad731a-6311-4715-ba11-4da18207e13e,Cefuroxine,0.0,TIN,0.0,
6d75ab03-2980-4957-8a0c-10cd04cd3df1,Amikacin,0.0,TIN,0.0,
3f5347d5-df63-448e-9b11-462ec4094f98,Rifampicin,0.0,TIN,0.0,
4366ddfc-9edc-4aeb-873a-69515e0011b6,Vanconycin,0.0,TIN,0.0,
85534599-0864-43b4-bcf5-e9e0dc03eb71,Unazyn,0.0,TIN,0.0,
607113ec-c600-4fdb-a50d-1ae44134823c,Carbencilin,0.0,TIN,0.0,
4edf9c51-2c39-4b36-ba45-a5370be1991e,PH 1-114,0.0,PKT,0.0,
8624dfe9-becc-4f7e-848a-b5f9ee524da9,Potassium Hydroxide,0.0,BTT,0.0,
eafc0047-392a-4c0d-8169-9d0af7e03234,Funnel,0.0,PCS,0.0,
b580f78f-3bc7-4749-a89d-c81963ff3265,Pyres Conical Flask 500ml,0.0,PCS,0.0,
8f97da0b-04bd-46e4-9e73-9cdb246d1634,Pyres Conical Flask 1000ml,0.0,PCS,0.0,
d2031956-fc88-429a-aeb3-8d4f9251c2eb,Pyres Flask 100ml,0.0,PCS,0.0,
16be9be5-95f7-4053-86c4-1d3b0ac0cab3,Round Conical Flask,0.0,PCS,0.0,
a9a1d25d-7b37-4462-91b7-a7d8381ffd0c,Pyres Beaker,0.0,PCS,0.0,
d68b6499-e4a2-417e-9265-074ec063e20f,250ml Plastic Beaker,0.0,PCS,0.0,
3ffe6f86-ecc8-44c6-945a-9f9d67d74b3b,Pyres Measuring Cylinder 1000ml,0.0,PCS,0.0,
